timestamp,speed_mps,accel_x,accel_y,accel_z,steering_angle,radar_distance_m,latitude,longitude
4.4,30.0308,0.196658,-0.145389,9.78953,2.47656,80.3588,42.3359,-83.0413
4.5,30.1344,0.133027,-0.0562532,9.77154,1.8108,79.0681,42.336,-83.0412
4.6,30.2806,0.2682,-0.0651128,9.76525,2.23821,79.8565,42.3361,-83.0411
4.7,29.7344,0.163112,-0.0520569,9.88326,1.58945,80.6226,42.3362,-83.041
4.8,30.0643,0.200034,-0.116652,9.87997,2.19292,79.529,42.3363,-83.0408
4.9,29.7261,0.198947,-0.102535,9.89927,1.65979,80.2913,42.3364,-83.0407
5,29.8214,0.258953,-0.059537,9.84717,2.29431,79.7171,42.3365,-83.0406
5.1,30.0315,0.224693,-0.143295,9.7895,2.12877,79.4949,42.3366,-83.0405
5.2,29.7254,0.177737,-0.0523377,9.77452,1.58386,80.2339,42.3367,-83.0404
5.3,30.0441,0.153023,-0.102733,9.88058,1.75373,79.7519,42.3368,-83.0403
5.4,29.7587,0.280212,-0.140149,9.8888,2.3161,79.6154,42.3369,-83.0402
5.5,29.9041,0.15013,-0.0895093,9.78072,2.06743,79.9282,42.337,-83.0401
5.6,29.7877,0.206186,-0.142077,9.86094,2.08324,80.3703,42.3371,-83.04
5.7,29.9729,0.160732,-0.0800668,9.70479,1.50299,79.4875,42.3372,-83.0399
5.8,30.2379,0.236515,-0.13876,9.731,1.94053,80.2298,42.3373,-83.0398
5.9,29.7087,0.233048,-0.106111,9.79933,1.51895,79.7411,42.3374,-83.0397
6,29.7685,0.218046,-0.0598575,9.83321,1.53107,79.3978,42.3375,-83.0396
6.1,30.1409,0.243815,-0.142132,9.86747,1.72428,79.0981,42.3376,-83.0395
6.2,30.1482,0.288659,-0.0715552,9.72091,2.21087,79.8009,42.3377,-83.0394
6.3,29.7454,0.223289,-0.0928785,9.89401,2.00319,80.3152,42.3378,-83.0393
6.4,29.729,0.202237,-0.0640599,9.89158,2.17379,80.3384,42.3379,-83.0392
6.5,29.9199,0.280242,-0.0808908,9.77039,1.64042,79.7464,42.338,-83.0391
6.6,30.1225,0.253685,-0.139102,9.71187,1.57654,80.1321,42.3381,-83.039
6.7,30.2582,0.126954,-0.133972,9.81971,2.4461,80.594,42.3382,-83.0389
6.8,30.274,0.203916,-0.0974319,9.74254,1.66388,79.7764,42.3383,-83.0388
6.9,29.8258,0.204239,-0.0726936,9.72165,1.88066,80.1575,42.3384,-83.0387
7,30.1377,0.204874,-0.126333,9.86352,1.89329,80.5888,42.3385,-83.0386
7.1,30.2347,0.206406,-0.097911,9.83759,2.17998,79.0841,42.3386,-83.0385
7.2,30.1519,0.1245,-0.0870983,9.79885,2.06026,79.8589,42.3387,-83.0384
7.3,29.7181,0.20629,-0.078251,9.73552,2.48032,80.6189,42.3389,-83.0383
7.4,30.1141,0.271776,-0.102556,9.84173,2.42306,80.0994,42.339,-83.0382
7.5,29.8061,0.180239,-0.137613,9.71509,1.94331,79.8544,42.3391,-83.0381
7.6,29.8553,0.121668,-0.144555,9.77949,1.82795,80.2954,42.3392,-83.038
7.7,30.0001,0.133119,-0.142663,9.73258,1.88105,80.9808,42.3393,-83.0379
7.8,29.9159,0.240184,-0.121465,9.81861,1.83406,79.1547,42.3394,-83.0378
7.9,30.2479,0.223319,-0.0903485,9.72591,1.88093,80.5361,42.3395,-83.0377
8,29.8201,0.209323,-0.0656774,9.70969,1.83836,80.3578,42.3396,-83.0376
8.1,29.8188,0.287719,-0.0953902,9.73963,1.9308,80.6558,42.3397,-83.0375
8.2,29.9511,0.152126,-0.121117,9.87253,2.20077,79.8078,42.3398,-83.0374
8.3,29.7787,0.166732,-0.0777779,9.84996,1.54386,80.323,42.3399,-83.0373
8.4,29.8262,0.257634,-0.130718,9.72098,2.36905,80.8806,42.34,-83.0372
8.5,30.0649,0.229295,-0.0502808,9.88973,1.88371,80.6188,42.3401,-83.0372
8.6,29.9715,0.105908,-0.123949,9.78811,2.00386,79.6745,42.3402,-83.0371
8.7,30.1613,0.297845,-0.105934,9.77342,1.88932,79.9716,42.3403,-83.037
8.8,30.1972,0.19302,-0.104295,9.85108,2.10384,80.2607,42.3404,-83.0369
8.9,29.7731,0.173336,-0.10555,9.82217,2.40017,79.4076,42.3405,-83.0368
9,30.2725,0.256066,-0.136773,9.85622,2.13036,79.933,42.3406,-83.0367
9.1,30.102,0.16025,-0.0652135,9.88874,2.28091,79.8007,42.3408,-83.0366
9.2,30.0004,0.198148,-0.135415,9.84398,2.1328,80.4577,42.3408,-83.0365
9.3,29.7214,0.19158,-0.143793,9.88253,1.54678,79.1223,42.3409,-83.0364
9.4,29.8932,0.213388,-0.0507752,9.87398,1.87342,79.3239,42.341,-83.0363
9.5,30.0511,0.153816,-0.130407,9.89459,2.48837,79.6916,42.3411,-83.0362
9.6,30.0469,0.111921,-0.0574404,9.74994,1.95235,80.9935,42.3412,-83.0361
9.7,30.0321,0.211991,-0.13197,9.7226,1.79652,79.4254,42.3413,-83.036
9.8,30.2167,0.244914,-0.141519,9.74475,1.93254,80.1506,42.3414,-83.0359
9.9,29.8023,0.134632,-0.0606601,9.7959,1.68766,79.0882,42.3415,-83.0358
